SourceFile,Keywords,Directory
data/images/tagged/inaturalist/photo_77.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_140.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_135.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_154.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_17.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_126.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_174.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_31.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_150.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_151.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_122.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_90.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_82.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_105.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_10.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_93.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_54.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_111.png,"q, s",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_163.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_45.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_148.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_44.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_78.png,"q, s",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_97.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_85.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_129.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_0.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_196.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_55.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_18.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_102.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_124.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_16.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_170.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_99.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_19.png,"q, s",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_113.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_167.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_178.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_29.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_98.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_139.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_51.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_108.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_120.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_159.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_153.png,"n, s",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_81.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_169.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_156.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_166.png,n,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_173.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_91.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_128.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_67.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_36.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_194.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_80.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_34.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_68.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_62.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_175.png,n,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_161.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_183.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_168.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_33.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_107.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_131.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_116.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_56.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_32.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_158.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_76.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_58.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_3.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_94.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_147.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_83.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_132.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_60.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_38.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_127.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_46.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_182.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_106.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_180.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_23.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_92.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_189.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_172.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_121.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_14.png,n,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_88.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_48.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_84.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_66.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_157.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_13.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_35.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_137.png,"q, s",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_12.png,s,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_11.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_190.png,"q, n",data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_53.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_177.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_100.png,q,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_39.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_118.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_7.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_179.png,,data/images/tagged/inaturalist
data/images/tagged/inaturalist/photo_143.png,,data/images/tagged/inaturalist
data/images/tagged/ebird/photo_71.png,d_Daniel Field_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_254.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_193.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_50.png,d_Lee Evans_5_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_69.png,d_Daniel Field_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_164.png,"s, d_Conor MacKenzie_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_186.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_191.png,d_Andrew Steele_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_28.png,"s, d_Luke Marriner_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_8.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_265.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_20.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_238.png,d_Dave Bakewell_2_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_22.png,d_William Stephens_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_237.png,d_Dave Bakewell_3_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_87.png,d_Isaac  West_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_133.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_123.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_25.png,d_William Stephens_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_162.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_2.png,d_Michael Maltby_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_136.png,d_Michael I Christie_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_112.png,"d_Stephen Younger_3_0, n, s",data/images/tagged/ebird
data/images/tagged/ebird/photo_119.png,"d_Stephen Younger_1_0, s",data/images/tagged/ebird
data/images/tagged/ebird/photo_4.png,d_Michael Maltby_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_6.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_264.png,d_Sam Creighton_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_181.png,d_Gyorgy Szimuly_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_211.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_134.png,"d_Rick Crook_0_0, q",data/images/tagged/ebird
data/images/tagged/ebird/photo_5.png,d_Michael Maltby_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_42.png,d_Ed Stonick_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_103.png,d_Jason Anderson_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_41.png,d_Ed Stonick_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_224.png,d_Paul Chapman_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_171.png,d_Fadzrun A._1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_263.png,d_Sam Creighton_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_73.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_37.png,d_Ed Stonick_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_1.png,d_Michael Maltby_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_212.png,q,data/images/tagged/ebird
data/images/tagged/ebird/photo_184.png,d_Gyorgy Szimuly_0_1,data/images/tagged/ebird
data/images/tagged/ebird/photo_199.png,d_Edana Salisbury_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_15.png,d_Magnus Andersson_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_231.png,d_Dave Bakewell_3_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_207.png,q,data/images/tagged/ebird
data/images/tagged/ebird/photo_114.png,"d_Stephen Younger_3_0, n, s",data/images/tagged/ebird
data/images/tagged/ebird/photo_253.png,d_Sean Fitzgerald_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_145.png,d_Richard Greenhalgh_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_70.png,d_Daniel Field_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_30.png,"s, d_Luke Marriner_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_236.png,d_Dave Bakewell_3_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_149.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_146.png,d_Stuart Malcolm_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_176.png,d_Fadzrun A._0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_262.png,d_Sam Creighton_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_26.png,"q, d_William Stephens_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_214.png,"q, d_wayne Benoit_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_242.png,d_Dave Bakewell_2_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_86.png,d_Isaac  West_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_204.png,d_Dale Heinert_3_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_75.png,"d_Lee Evans_1_1, s, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_268.png,d_Tom Tarrant_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_206.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_104.png,"q, d_Jason Anderson_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_59.png,d_Lee Evans_4_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_125.png,d_Stephen Phillips_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_192.png,d_Andrew Steele_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_52.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_95.png,d_Andrew Steele_3_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_117.png,"s, d_Stephen Younger_2_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_40.png,d_Ed Stonick_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_144.png,d_Richard Greenhalgh_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_220.png,d_Paul Chapman_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_216.png,d_Robert Gowan_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_110.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_96.png,d_Stephen Younger_7_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_160.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_49.png,d_Lee Evans_5_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_64.png,"s, d_Wayne Paes_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_142.png,d_Richard Greenhalgh_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_221.png,d_Paul Chapman_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_115.png,"d_Stephen Younger_3_0, n, s",data/images/tagged/ebird
data/images/tagged/ebird/photo_109.png,"s, d_Stephen Younger_5_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_259.png,"d_Barbara N. Charlton_0_0, q",data/images/tagged/ebird
data/images/tagged/ebird/photo_229.png,d_Jon Lowes_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_74.png,"q, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_155.png,d_Nicholas Talbot_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_251.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_187.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_72.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_141.png,"s, d_Paul Lewis_9_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_188.png,n,data/images/tagged/ebird
data/images/tagged/ebird/photo_9.png,d_John Sullivan_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_165.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_63.png,"s, d_Wayne Paes_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_197.png,"q, d_Marcus Hunt_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_65.png,"s, d_Lee Evans_3_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_24.png,"s, d_William Stephens_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_138.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_185.png,d_Gyorgy Szimuly_0_1,data/images/tagged/ebird
data/images/tagged/ebird/photo_27.png,d_William Stephens_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_223.png,d_Paul Chapman_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_152.png,"q, d_Tara Sieg_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_200.png,d_Edana Salisbury_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_205.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_239.png,"d_Dave Bakewell_2_0, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_89.png,d_Isaac  West_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_21.png,d_William Stephens_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_195.png,q,data/images/tagged/ebird
data/images/tagged/ebird/photo_198.png,"n, d_Marcus Hunt_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_79.png,d_Lee Evans_1_1,data/images/tagged/ebird
data/images/tagged/ebird/photo_61.png,"s, d_Lee Evans_4_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_244.png,d_Dave Bakewell_2_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_47.png,d_Lee Evans_5_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_43.png,"s, d_Matt Milne_2_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_77.png,d_Lee Evans_1_1,data/images/tagged/ebird
data/images/tagged/ebird/photo_140.png,"s, d_Paul Lewis_9_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_218.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_135.png,d_Rick Crook_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_154.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_17.png,d_Magnus Andersson_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_126.png,d_Stephen Phillips_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_174.png,d_Fadzrun A._1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_31.png,"s, d_Luke Marriner_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_150.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_256.png,d_Paul Lewis_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_151.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_122.png,d_Mark Smiles_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_90.png,"q, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_82.png,d_Lee Evans_1_1,data/images/tagged/ebird
data/images/tagged/ebird/photo_105.png,q,data/images/tagged/ebird
data/images/tagged/ebird/photo_10.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_93.png,"s, d_Stephen Younger_9_0, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_54.png,"d_Marcus Hunt_2_0, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_111.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_163.png,"s, d_Conor MacKenzie_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_270.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_45.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_148.png,d_Stuart Malcolm_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_44.png,"s, d_Matt Milne_2_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_78.png,d_Lee Evans_1_1,data/images/tagged/ebird
data/images/tagged/ebird/photo_97.png,d_Stephen Younger_7_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_252.png,d_Sean Fitzgerald_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_240.png,d_Dave Bakewell_2_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_85.png,"s, d_Lee Evans_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_215.png,"q, d_wayne Benoit_0_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_129.png,d_Stephen Phillips_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_247.png,"d_Dave Bakewell_2_0, n",data/images/tagged/ebird
data/images/tagged/ebird/photo_0.png,d_Michael Maltby_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_196.png,q,data/images/tagged/ebird
data/images/tagged/ebird/photo_55.png,d_Matt Milne_1_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_18.png,d_Magnus Andersson_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_219.png,s,data/images/tagged/ebird
data/images/tagged/ebird/photo_202.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_102.png,,data/images/tagged/ebird
data/images/tagged/ebird/photo_124.png,d_Stephen Phillips_0_0,data/images/tagged/ebird
data/images/tagged/ebird/photo_235.png,"s, d_Dave Bakewell_3_0",data/images/tagged/ebird
data/images/tagged/ebird/photo_16.png,d_Magnus Andersson_0_0,data/images/tagged/ebird
